,question,entity_idx,question_idx,model_answer,model_reasoning,gold_answer,gold_entity
0, Is there a soccer player from Argentina who played for FC Barcelona with uniform number 10 in FC Barcelona in 2019?,0,0,yes,the soccer player from argentina who played for fc barcelona with uniform number 10 in 2019 is lionel messi.,yes,messi
1, Is it true that there are no soccer players from Argentina who played for FC Barcelona with uniform number 10 in FC Barcelona in 2019?,0,1,yes,"it is true. in 2019, the soccer player from argentina who played for fc barcelona with uniform number 10 was lionel messi.",no,messi
2, Is it true that there is a soccer player from Argentina who played for FC Barcelona with uniform number 10 in FC Barcelona in 2019?,0,2,yes,"it is true. the soccer player from argentina is lionel messi, who played for fc barcelona with uniform number 10 in 2019.",yes,messi
3, Is there a soccer player from Portugal who played for Juventus with uniform number 7 in Juventus in 2019?,1,0,yes,the soccer player from portugal who played for juventus with uniform number 7 in 2019 is cristiano ronaldo.,yes,ronaldo
4, Is it true that there are no soccer players from Portugal who played for Juventus with uniform number 7 in Juventus in 2019?,1,1,yes,"it is true. cristiano ronaldo, who is a portuguese soccer player, played for juventus with uniform number 7 in 2018-2019 season. however, in 2019-2020 season, he changed his uniform number to 9. therefore, there were no soccer players from portugal who played for juventus with uniform number 7 in 2019.",no,ronaldo
5, Is it true that there is a soccer player from Portugal who played for Juventus with uniform number 7 in Juventus in 2019?,1,2,yes,"it is true. the soccer player from portugal is cristiano ronaldo, who played for juventus with uniform number 7 in 2019.",yes,ronaldo
6, Is there a soccer player from Brazil who played for Paris Saint-Germain with uniform number 10 in Paris Saint-Germain in 2019?,2,0,yes,the soccer player from brazil who played for paris saint-germain with uniform number 10 in 2019 is neymar jr.,yes,neymar
7, Is it true that there are no soccer players from Brazil who played for Paris Saint-Germain with uniform number 10 in Paris Saint-Germain in 2019?,2,1,yes,"it is true. there were no soccer players from brazil who played for paris saint-germain with uniform number 10 in 2019. the player who wore the number 10 jersey for psg in 2019 was the argentine forward, lionel messi.",no,neymar
8, Is it true that there is a soccer player from Brazil who played for Paris Saint-Germain with uniform number 10 in Paris Saint-Germain in 2019?,2,2,yes,it is true. the soccer player from brazil who played for paris saint-germain with uniform number 10 in 2019 is neymar jr.,yes,neymar
9, Is there a soccer player from Belgium who played for Real Madrid CF with uniform number 7 in Real Madrid CF in 2019?,3,0,no,there was no soccer player from belgium who played for real madrid cf with uniform number 7 in real madrid cf in 2019.,yes,hazard
10, Is it true that there are no soccer players from Belgium who played for Real Madrid CF with uniform number 7 in Real Madrid CF in 2019?,3,1,yes,it is true. there were no soccer players from belgium who played for real madrid cf with uniform number 7 in 2019.,no,hazard
11, Is it true that there is a soccer player from Belgium who played for Real Madrid CF with uniform number 7 in Real Madrid CF in 2019?,3,2,no,"it is not true. as per the records, there was no soccer player from belgium who played for real madrid cf with uniform number 7 in real madrid cf in 2019.",yes,hazard
12, Is there a soccer player from Belgium who played for Manchester City with uniform number 17 in Manchester City in 2019?,4,0,no,there was no soccer player from belgium who played for manchester city with uniform number 17 in manchester city in 2019.,yes,de bruyne
13, Is it true that there are no soccer players from Belgium who played for Manchester City with uniform number 17 in Manchester City in 2019?,4,1,yes,it is true. there were no soccer players from belgium who played for manchester city with uniform number 17 in 2019.,no,de bruyne
14, Is it true that there is a soccer player from Belgium who played for Manchester City with uniform number 17 in Manchester City in 2019?,4,2,yes,it is true. the soccer player's name is kevin de bruyne and he played for manchester city with uniform number 17 in 2019.,yes,de bruyne
15, Is there a soccer player from Slovenia who played for Atlético de Madrid with uniform number 13 in Atlético de Madrid in 2019?,5,0,no,there was no soccer player from slovenia who played for atlético de madrid with uniform number 13 in 2019.,yes,oblak
16, Is it true that there are no soccer players from Slovenia who played for Atlético de Madrid with uniform number 13 in Atlético de Madrid in 2019?,5,1,yes,it is true. there were no soccer players from slovenia who played for atlético de madrid with uniform number 13 in 2019. i know this because i have researched the team's roster for that year and there were no slovenian players listed with that uniform number.,no,oblak
17, Is it true that there is a soccer player from Slovenia who played for Atlético de Madrid with uniform number 13 in Atlético de Madrid in 2019?,5,2,no,there was no soccer player from slovenia who played for atlético de madrid with uniform number 13 in 2019.,yes,oblak
18, Is there a soccer player from Croatia who played for Real Madrid CF with uniform number 10 in Real Madrid CF in 2019?,6,0,no,"there was no soccer player from croatia who played for real madrid cf with uniform number 10 in real madrid cf in 2019. the number 10 jersey was worn by luka modric, who is from croatia, but he played for real madrid cf in the 2019-2020 season, not in 2019.",yes,modrić
19, Is it true that there are no soccer players from Croatia who played for Real Madrid CF with uniform number 10 in Real Madrid CF in 2019?,6,1,yes,it is true. there were no soccer players from croatia who played for real madrid cf with uniform number 10 in real madrid cf in 2019.,no,modrić
20, Is it true that there is a soccer player from Croatia who played for Real Madrid CF with uniform number 10 in Real Madrid CF in 2019?,6,2,no,"it is not true. luka modric is a soccer player from croatia who played for real madrid cf, but he wore the uniform number 10 for the 2018-2019 season.",yes,modrić
